kappa,method,metric,subtype,score,status,edits,probes,on,off,activation,on_success,success_given_on,base_correct_given_off,total_success,probe_micro,edit_macro,base_reference_correct,base_correct_damage,base_wrong_correction,off_base_preserved,on_output_preserved,on_output_damaged,target_copy_total,target_copy_on,cap_hits,score_definition
0.48843442829534034,BE,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,1,0.0136986301369863,,1,0.0136986301369863,0.0136986301369863,0,0,1,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,BE,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,8,0.1095890410958904,,8,0.1095890410958904,0.1095890410958904,21,18,5,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,BE,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,BE,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,8,8,0,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,BE,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,22,0.9565217391304348,,22,0.9565217391304348,0.9565217391304348,0,0,22,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,23,1.0,,23,1,1,4,0,19,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,0,0,28,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,1,0,27,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,0,0,27,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,2,0,25,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,29,1.0,,29,1,1,0,0,29,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,27,0.9310344827586207,,27,0.9310344827586207,0.9310344827586207,1,0,26,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,0,0,19,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,1,0,18,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,196,0.98,,196,0.98,0.98,0,0,196,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,195,0.975,,195,0.975,0.975,4,0,191,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.48843442829534034,BE,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.48843442829534034,BE,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,BE,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,1.0,192,0.96,0.96,200,8,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,82,1.0,0.0,82,0.5,0.5,0,0,82,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,80,0.975609756097561,0.012195121951219513,81,0.49390243902439024,0.49390243902439024,2,0,79,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.48843442829534034,C_NO_H,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.48843442829534034,C_NO_H,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,1,0.0136986301369863,,1,0.0136986301369863,0.0136986301369863,0,0,1,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,7,0.0958904109589041,,7,0.0958904109589041,0.0958904109589041,21,18,4,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,2,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,1,0.041666666666666664,,1,0.041666666666666664,0.041666666666666664,8,7,0,,,,,,2,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,22,0.9565217391304348,,22,0.9565217391304348,0.9565217391304348,0,0,22,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,23,1.0,,23,1,1,4,0,19,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,0,0,28,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,1,0,27,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,0,0,27,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,2,0,25,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,29,1.0,,29,1,1,0,0,29,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,27,0.9310344827586207,,27,0.9310344827586207,0.9310344827586207,1,0,26,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,0,0,19,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,1,0,18,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,195,0.975,,195,0.975,0.975,0,0,195,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,196,0.98,,196,0.98,0.98,4,0,192,,,,,,1,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.48843442829534034,C_NO_H,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.48843442829534034,C_NO_H,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48843442829534034,C_NO_H,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,8,1.0,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,82,1.0,0.0,82,0.5,0.5,0,0,82,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,80,0.975609756097561,0.012195121951219513,81,0.49390243902439024,0.49390243902439024,2,0,79,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.4894326223163525,BE,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.4894326223163525,BE,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,1,0.0136986301369863,,1,0.0136986301369863,0.0136986301369863,0,0,1,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,BE,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,8,0.1095890410958904,,8,0.1095890410958904,0.1095890410958904,21,18,5,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,BE,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,BE,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,8,8,0,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,BE,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,22,0.9565217391304348,,22,0.9565217391304348,0.9565217391304348,0,0,22,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,23,1.0,,23,1,1,4,0,19,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,0,0,28,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,1,0,27,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,0,0,27,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,2,0,25,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,29,1.0,,29,1,1,0,0,29,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,27,0.9310344827586207,,27,0.9310344827586207,0.9310344827586207,1,0,26,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,0,0,19,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,1,0,18,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,196,0.98,,196,0.98,0.98,0,0,196,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,195,0.975,,195,0.975,0.975,4,0,191,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.4894326223163525,BE,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.4894326223163525,BE,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,BE,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,1.0,192,0.96,0.96,200,8,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,82,1.0,0.0,82,0.5,0.5,0,0,82,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,82,82,0.5,80,0.975609756097561,0.012195121951219513,81,0.49390243902439024,0.49390243902439024,2,0,79,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.4894326223163525,C_NO_H,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.4894326223163525,C_NO_H,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,1,0.0136986301369863,,1,0.0136986301369863,0.0136986301369863,0,0,1,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,7,0.0958904109589041,,7,0.0958904109589041,0.0958904109589041,21,18,4,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,2,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,1,0.041666666666666664,,1,0.041666666666666664,0.041666666666666664,8,7,0,,,,,,2,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,22,0.9565217391304348,,22,0.9565217391304348,0.9565217391304348,0,0,22,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,23,1.0,,23,1,1,4,0,19,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,0,0,28,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,1,0,27,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,0,0,27,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,2,0,25,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,29,1.0,,29,1,1,0,0,29,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,27,0.9310344827586207,,27,0.9310344827586207,0.9310344827586207,1,0,26,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,0,0,19,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,20,0,1.0,19,0.95,,19,0.95,0.95,1,0,18,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,195,0.975,,195,0.975,0.975,0,0,195,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,196,0.98,,196,0.98,0.98,4,0,192,,,,,,1,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.4894326223163525,C_NO_H,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.4894326223163525,C_NO_H,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,0,0.0,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.4894326223163525,C_NO_H,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,8,192,0.04,8,1.0,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,81,83,0.49390243902439024,81,1.0,0.0,81,0.49390243902439024,0.49390243902439024,0,0,81,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,81,83,0.49390243902439024,79,0.9753086419753086,0.024096385542168676,81,0.49390243902439024,0.49390243902439024,2,0,79,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.48943262231635254,BE,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.48943262231635254,BE,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,1,0.0136986301369863,,1,0.0136986301369863,0.0136986301369863,0,0,1,,,,,,1,TARGET_ADHERENCE
0.48943262231635254,BE,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,73,0,1.0,8,0.1095890410958904,,8,0.1095890410958904,0.1095890410958904,21,18,5,,,,,,1,TARGET_ADHERENCE
0.48943262231635254,BE,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,1,TARGET_ADHERENCE
0.48943262231635254,BE,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,24,0,1.0,0,0.0,,0,0,0,8,8,0,,,,,,1,TARGET_ADHERENCE
0.48943262231635254,BE,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,2,0,1.0,0,0.0,,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,22,0.9565217391304348,,22,0.9565217391304348,0.9565217391304348,0,0,22,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,23,0,1.0,23,1.0,,23,1,1,4,0,19,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,0,0,28,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,28,0,1.0,28,1.0,,28,1,1,1,0,27,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,0,0,27,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,27,0,1.0,27,1.0,,27,1,1,2,0,25,,,,,,0,TARGET_ADHERENCE
0.48943262231635254,BE,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,29,0,1.0,29,1.0,,29,1,1,0,0,29,,,,,,0,TARGET_ADHERENCE
