seed,event_index,opaque_edit,panel,condition,operating_point,category,n,on_num,on_rate,base_exact_num,forced_exact_num,gated_exact_num,base_semantic_num,forced_semantic_num,gated_semantic_num,joint_on_exact_rate,joint_on_semantic_rate,base_correct_damage_num,base_correct_den,off_parity_num,off_num
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,7,5,7,0.0,0.0,0,7,15,15
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1G,4,1,0.25,0,4,1,0,4,1,0.25,0.25,0,0,3,3
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T2G,4,4,1.0,0,2,2,0,3,3,0.5,0.75,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,same_image_other_source_fact,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,1,1,1,0.0,0.0,0,1,5,5
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,broad_unrelated_source_qa,15,0,0.0,0,0,0,7,5,7,0.0,0.0,0,7,15,15
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,formal_T1G,4,1,0.25,0,4,1,0,4,1,0.25,0.25,0,0,3,3
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,formal_T2G,4,4,1.0,0,2,2,0,3,3,0.5,0.75,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,same_image_other_source_fact,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,2,1534fc99d84ef734,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,1,1,1,0.0,0.0,0,1,5,5
20260906,3,1b0d2271e842e01a,matched,M0_C1_R2_MEAN_CONTROL,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,matched,M0_C1_R2_MEAN_CONTROL,PRIMARY_SAFETY_FIRST,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M0_C1_R2_MEAN_CONTROL,SECONDARY_COVERAGE90,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,matched,M0_C1_R2_MEAN_CONTROL,SECONDARY_COVERAGE90,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,matched,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,matched_evaluation_positive,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,matched,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,2,0.5,0,4,2,0,4,2,0.5,0.5,0,0,2,2
20260906,3,1b0d2271e842e01a,matched,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,matched_evaluation_positive,4,2,0.5,0,4,2,0,4,2,0.5,0.5,0,0,2,2
20260906,3,1b0d2271e842e01a,matched,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,matched_hard_image,20,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,20,20
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,formal_T1L,5,2,0.4,0,0,0,2,0,1,0.0,0.0,1,2,3,3
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,formal_T1L,5,2,0.4,0,0,0,2,0,1,0.0,0.0,1,2,3,3
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,formal_T1L,5,1,0.2,0,0,0,2,0,1,0.0,0.0,1,2,4,4
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,formal_T1L,5,1,0.2,0,0,0,2,0,1,0.0,0.0,1,2,4,4
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1L,5,1,0.2,0,0,0,2,0,1,0.0,0.0,1,2,4,4
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,formal_T1G,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,formal_T1L,5,1,0.2,0,0,0,2,0,1,0.0,0.0,1,2,4,4
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,formal_T2G,3,1,0.3333333333333333,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1G,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1L,5,2,0.4,0,0,0,2,0,1,0.0,0.0,1,2,3,3
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T2G,3,3,1.0,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,broad_unrelated_source_qa,15,0,0.0,0,0,0,4,3,4,0.0,0.0,0,4,15,15
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,formal_T1G,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,formal_T1L,5,2,0.4,0,0,0,2,0,1,0.0,0.0,1,2,3,3
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,formal_T2G,3,3,1.0,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,3,1b0d2271e842e01a,original,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,5,5
20260906,7,13d861159cbf9477,matched,M0_C1_R2_MEAN_CONTROL,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,matched,M0_C1_R2_MEAN_CONTROL,PRIMARY_SAFETY_FIRST,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M0_C1_R2_MEAN_CONTROL,SECONDARY_COVERAGE90,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,matched,M0_C1_R2_MEAN_CONTROL,SECONDARY_COVERAGE90,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,matched,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,matched_evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,matched,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,2,0.5,0,4,2,0,4,2,0.5,0.5,0,0,2,2
20260906,7,13d861159cbf9477,matched,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,matched_evaluation_positive,4,2,0.5,0,4,2,0,4,2,0.5,0.5,0,0,2,2
20260906,7,13d861159cbf9477,matched,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_evaluation_positive,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,7,13d861159cbf9477,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,PRIMARY_SAFETY_FIRST,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,matched_evaluation_positive,4,3,0.75,0,4,3,0,4,3,0.75,0.75,0,0,1,1
20260906,7,13d861159cbf9477,matched,M3_C1_PRE_CP_FEATURE_VERIFIER,SECONDARY_COVERAGE90,matched_hard_image,8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,8,8
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,broad_unrelated_source_qa,18,0,0.0,0,0,0,8,4,8,0.0,0.0,0,8,18,18
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,formal_T1G,4,0,0.0,0,4,0,0,4,0,0.0,0.0,0,0,4,4
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,formal_T2G,4,0,0.0,0,3,0,0,4,0,0.0,0.0,0,0,4,4
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,same_image_other_source_fact,12,0,0.0,0,0,0,6,3,6,0.0,0.0,0,6,12,12
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_COVERAGE_CONSTRAINED,same_question_different_image_conflicting_source_answer,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,broad_unrelated_source_qa,18,0,0.0,0,0,0,8,4,8,0.0,0.0,0,8,18,18
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,formal_T1G,4,0,0.0,0,4,0,0,4,0,0.0,0.0,0,0,4,4
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,formal_T2G,4,0,0.0,0,3,0,0,4,0,0.0,0.0,0,0,4,4
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,same_image_other_source_fact,12,0,0.0,0,0,0,6,3,6,0.0,0.0,0,6,12,12
20260906,7,13d861159cbf9477,original,M0_C1_R2_MEAN_CONTROL,CONTINUITY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,7,13d861159cbf9477,original,M1_C1_CP_CONJUNCTION_CONTROL,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,18,0,0.0,0,0,0,8,4,8,0.0,0.0,0,8,18,18
